,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
1435,St. Elmo's Fire,"A coming-of-age story about a group of friends who set off on a series of misadventures in the real world. Grappling with adulthood and drifting apart, they soon realise that life is not as easy as expected. (1985)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3007A001S00_60c19ee6c8610.jpg,https://iview.abc.net.au/show/st-elmo-s-fire/video/ZW3007A001S00,"drama St. Elmo's Fire A coming-of-age story about a group of friends who set off on a series of misadventures in the real world. Grappling with adulthood and drifting apart, they soon realise that life is not as easy as expected. (1985)",drama st elmos fire comingofage story group friend set series misadventure real world grappling adulthood drifting apart soon realise life easy expected 1985,2
1436,Belgravia,"When the Trenchards accept an invitation to a ball on the eve of the Battle of Waterloo, secrets begin to unravel behind the doors of London's grandest neighbourhood.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2414A_60c8528b2dadf.jpg,https://iview.abc.net.au/show/belgravia,"drama Belgravia When the Trenchards accept an invitation to a ball on the eve of the Battle of Waterloo, secrets begin to unravel behind the doors of London's grandest neighbourhood.",drama belgravia trenchards accept invitation ball eve battle waterloo secret begin unravel behind door london grandest neighbourhood,2
1437,The Trial Of Christine Keeler,"The true story of 19-year-old Christine Keeler who found herself at the center of a scandal that brought down the British government and created a political, sexual and cultural revolution.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2168A_60b42f36c92f5.jpg,https://iview.abc.net.au/show/trial-of-christine-keeler,"drama The Trial Of Christine Keeler The true story of 19-year-old Christine Keeler who found herself at the center of a scandal that brought down the British government and created a political, sexual and cultural revolution.",drama trial christine keeler true story 19yearold christine keeler found center scandal brought british government created political sexual cultural revolution,2
1438,Les Miserables,"An epic adaptation of Victor Hugo's classic novel; a story of love, injustice, redemption and hope. Set in war-torn France, the story follows the struggles and triumphs of those living in the underclass on a quest for a better life.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2262A_5e97e9d62e71d_1280.jpg,https://iview.abc.net.au/show/les-miserables,"drama Les Miserables An epic adaptation of Victor Hugo's classic novel; a story of love, injustice, redemption and hope. Set in war-torn France, the story follows the struggles and triumphs of those living in the underclass on a quest for a better life.",drama le miserables epic adaptation victor hugo classic novel story love injustice redemption hope set wartorn france story follows struggle triumph living underclass quest better life,2
1439,Cheri,"When a retired courtesan asks her former colleague, Lea to instruct her son, Cheri in the ways of love, they embark on an extraordinary love affair steeped in lust, jealousy and desire. (2009)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2886A001S00_609c9da4258f1_1920.jpg,https://iview.abc.net.au/show/cheri/video/ZW2886A001S00,"drama Cheri When a retired courtesan asks her former colleague, Lea to instruct her son, Cheri in the ways of love, they embark on an extraordinary love affair steeped in lust, jealousy and desire. (2009)",drama cheri retired courtesan asks former colleague lea instruct son cheri way love embark extraordinary love affair steeped lust jealousy desire 2009,4
1440,Newcastle,"Combining sublime surfing beaches with the raw energy, music and rebellion of teen culture, Newcastle tells the story of Jesse who lives in the shadow of his older brother Victor's failure to become surfing's next big thing. (2008)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2907A001S00_60a1e98bb7339_1280.jpg,https://iview.abc.net.au/show/newcastle/video/ZW2907A001S00,"drama Newcastle Combining sublime surfing beaches with the raw energy, music and rebellion of teen culture, Newcastle tells the story of Jesse who lives in the shadow of his older brother Victor's failure to become surfing's next big thing. (2008)",drama newcastle combining sublime surfing beach raw energy music rebellion teen culture newcastle tell story jesse life shadow older brother victor failure become surfing next big thing 2008,4
1441,Control,"A portrait of Ian Curtis, the enigmatic singer of Joy Division whose troubled life ultimately led him to suicide. Based on the memoirs of Deborah Curtis. (2007)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2850A001S00_60ab4af69dab7.jpg,https://iview.abc.net.au/show/control/video/ZW2850A001S00,"drama Control A portrait of Ian Curtis, the enigmatic singer of Joy Division whose troubled life ultimately led him to suicide. Based on the memoirs of Deborah Curtis. (2007)",drama control portrait ian curtis enigmatic singer joy division whose troubled life ultimately led suicide based memoir deborah curtis 2007,2
1442,Murray Whelan: The Brush Off,"Political adviser to Australia's Minister of the Arts, Murray Whelan is dragged into a sordid underworld of corrupt politicians, self-made millionaires and art frauders as he investigates the suspicious death of an artist. (2004)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2817A001S00_60c185596f82a_1920.jpg,https://iview.abc.net.au/show/murray-whelan-the-brush-off/video/ZW2817A001S00,"drama Murray Whelan: The Brush Off Political adviser to Australia's Minister of the Arts, Murray Whelan is dragged into a sordid underworld of corrupt politicians, self-made millionaires and art frauders as he investigates the suspicious death of an artist. (2004)",drama murray whelan brush political adviser australia minister art murray whelan dragged sordid underworld corrupt politician selfmade millionaire art frauders investigates suspicious death artist 2004,6
1443,100 Bloody Acres,"Organic fertilizer producers and brothers are on the hunt for their ""secret ingredient"". When Reg, comes across a group of friends stranded on a remote country road, he sees a radical solution to their supply problem. (2013)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2976A001S00_60de5fb5e632f_1920.jpg,https://iview.abc.net.au/show/100-bloody-acres/video/ZW2976A001S00,"drama 100 Bloody Acres Organic fertilizer producers and brothers are on the hunt for their ""secret ingredient"". When Reg, comes across a group of friends stranded on a remote country road, he sees a radical solution to their supply problem. (2013)",drama 100 bloody acre organic fertilizer producer brother hunt secret ingredient reg come across group friend stranded remote country road see radical solution supply problem 2013,2
1444,The Lost Bladesman,"Ancient China is in turmoil. In his quest for power Cao Cao, the power behind the emperor, attempts to enlist the formidable General Guan Yun Chang into his forces, or destroy him so that nothing stands in his way. (2011)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2903A001S00_60b438ec980c1_1280.jpg,https://iview.abc.net.au/show/lost-bladesman/video/ZW2903A001S00,"drama The Lost Bladesman Ancient China is in turmoil. In his quest for power Cao Cao, the power behind the emperor, attempts to enlist the formidable General Guan Yun Chang into his forces, or destroy him so that nothing stands in his way. (2011)",drama lost bladesman ancient china turmoil quest power cao cao power behind emperor attempt enlist formidable general guan yun chang force destroy nothing stand way 2011,2
1445,The End Of The Affair,"The year is 1939, and while England is at war, a tumultuous love affair is about to begin that will carry a tragic price tag. (1999)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3027A001S00_60c170e1bcf22_1280.jpg,https://iview.abc.net.au/show/end-of-the-affair/video/ZW3027A001S00,"drama The End Of The Affair The year is 1939, and while England is at war, a tumultuous love affair is about to begin that will carry a tragic price tag. (1999)",drama end affair year 1939 england war tumultuous love affair begin carry tragic price tag 1999,4
1446,Finding Alice,"Alice's partner Harry dies after falling down the stairs when they move into their newly finished dream house. Harry's sudden death kicks up a storm of secrets, debt and suspicion which Alice is forced to confront.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2527A_60517cf8d09c0_1920.jpg,https://iview.abc.net.au/show/finding-alice,"drama Finding Alice Alice's partner Harry dies after falling down the stairs when they move into their newly finished dream house. Harry's sudden death kicks up a storm of secrets, debt and suspicion which Alice is forced to confront.",drama finding alice alices partner harry dy falling stair move newly finished dream house harrys sudden death kick storm secret debt suspicion alice forced confront,2
1447,Strictly Ballroom,"When 21-year-old ballroom champion Scott Hastings commits the cardinal sin of dancing his own steps and not those of the all powerful Dance Federation, the retribution is swift. (1992)",drama,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX5993A001S00_5ee323e7cfd7b_1280.jpg,https://iview.abc.net.au/show/strictly-ballroom/video/ZX5993A001S00,"drama Strictly Ballroom When 21-year-old ballroom champion Scott Hastings commits the cardinal sin of dancing his own steps and not those of the all powerful Dance Federation, the retribution is swift. (1992)",drama strictly ballroom 21yearold ballroom champion scott hastings commits cardinal sin dancing step powerful dance federation retribution swift 1992,2
1448,Us,"Connie and Douglas are set for a grand tour of Europe. It's one last family holiday before their only son Albie leaves for university. But just days before departure, Connie announces she wants a divorce.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2965A_61fb55b2c3482_3600.jpg,https://iview.abc.net.au/show/us,"drama Us Connie and Douglas are set for a grand tour of Europe. It's one last family holiday before their only son Albie leaves for university. But just days before departure, Connie announces she wants a divorce.",drama u connie douglas set grand tour europe one last family holiday son albie leaf university day departure connie announces want divorce,2
1449,Pollock,"The story of an extraordinary artist, Pollock, struggling with self doubt whilst caught up in a tug of war between the need to express himself and wanting to shut the world out. (2000)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3019A001S00_60c162e30b42e_1920.jpg,https://iview.abc.net.au/show/pollock/video/ZW3019A001S00,"drama Pollock The story of an extraordinary artist, Pollock, struggling with self doubt whilst caught up in a tug of war between the need to express himself and wanting to shut the world out. (2000)",drama pollock story extraordinary artist pollock struggling self doubt whilst caught tug war need express wanting shut world 2000,2
1450,Greetings From Tim Buckley,"In 1991, as young Jeff Buckley prepares to perform at a tribute concert for his late father Tim Buckley, he grapples with the legacy of a man that he barely knew. (2012)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2894A001S00_60aae33975711_1280.jpg,https://iview.abc.net.au/show/greetings-from-tim-buckley/video/ZW2894A001S00,"drama Greetings From Tim Buckley In 1991, as young Jeff Buckley prepares to perform at a tribute concert for his late father Tim Buckley, he grapples with the legacy of a man that he barely knew. (2012)",drama greeting tim buckley 1991 young jeff buckley prepares perform tribute concert late father tim buckley grapple legacy man barely knew 2012,2
1451,We Hunt Together,"A gripping twist on a classic cat-and-mouse chase, two detectives are thrown together to track down a pair of deadly killers with a dark past haunting each of them.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2966A_614010ea5b79c.jpg,https://iview.abc.net.au/show/we-hunt-together,"drama We Hunt Together A gripping twist on a classic cat-and-mouse chase, two detectives are thrown together to track down a pair of deadly killers with a dark past haunting each of them.",drama hunt together gripping twist classic catandmouse chase two detective thrown together track pair deadly killer dark past haunting,2
1452,Stella,"Written by and starring Gavin & Stacey's Ruth Jones. Life isn't simple for Stella, a 40-something divorcee with three kids and an ironing business, in the Welsh Valleys.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2559A_5fc86a82ebf7c_1920.jpg,https://iview.abc.net.au/show/stella,"drama Stella Written by and starring Gavin & Stacey's Ruth Jones. Life isn't simple for Stella, a 40-something divorcee with three kids and an ironing business, in the Welsh Valleys.",drama stella written starring gavin staceys ruth jones life isnt simple stella 40something divorcee three kid ironing business welsh valley,2
1453,Talking Heads,"Classic monologues written by British playwright Alan Bennett, delivered by an acclaimed cast.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2967A_61497598ed370.jpg,https://iview.abc.net.au/show/talking-heads,"drama Talking Heads Classic monologues written by British playwright Alan Bennett, delivered by an acclaimed cast.",drama talking head classic monologue written british playwright alan bennett delivered acclaimed cast,2
1454,La Bamba,"Ritchie Valens, a 17-year-old Mexican migrant, becomes an overnight rock 'n' roll star. As his stardom rises he finds himself grappling with his brother's envy and the recurring nightmare of a plane crash. (1987)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3004A001S00_60c15316561de_1280.jpg,https://iview.abc.net.au/show/la-bamba/video/ZW3004A001S00,"drama La Bamba Ritchie Valens, a 17-year-old Mexican migrant, becomes an overnight rock 'n' roll star. As his stardom rises he finds himself grappling with his brother's envy and the recurring nightmare of a plane crash. (1987)",drama la bamba ritchie valens 17yearold mexican migrant becomes overnight rock n roll star stardom rise find grappling brother envy recurring nightmare plane crash 1987,2
1455,A Secret,"The moving saga of a Jewish family in post-war Paris, told through the eyes of a frail and intelligent young boy, who senses something is amiss with his beautiful parents. (2007)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2876A001S00_60a21bda8531a_1920.jpg,https://iview.abc.net.au/show/secret/video/ZW2876A001S00,"drama A Secret The moving saga of a Jewish family in post-war Paris, told through the eyes of a frail and intelligent young boy, who senses something is amiss with his beautiful parents. (2007)",drama secret moving saga jewish family postwar paris told eye frail intelligent young boy sens something amiss beautiful parent 2007,2
1456,Hunger,"A harrowing tale set in 1981, Bobby Sands, an IRA member, leads a hunger strike in prison to protest against Britain's refusal to recognise the IRA as political prisoners. (2008)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2842A001S00_609b9790b8a36_1920.jpg,https://iview.abc.net.au/show/hunger/video/ZW2842A001S00,"drama Hunger A harrowing tale set in 1981, Bobby Sands, an IRA member, leads a hunger strike in prison to protest against Britain's refusal to recognise the IRA as political prisoners. (2008)",drama hunger harrowing tale set 1981 bobby sand ira member lead hunger strike prison protest britain refusal recognise ira political prisoner 2008,2
1457,Secret State,"Deputy Prime Minister Dawkins takes command after a devastating industrial accident leaves 19 people dead and many others injured, and the Prime Minister's plane crashes under mysterious circumstances.",drama,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9595A_5f4f16cb8a961_1280.jpg,https://iview.abc.net.au/show/secret-state,"drama Secret State Deputy Prime Minister Dawkins takes command after a devastating industrial accident leaves 19 people dead and many others injured, and the Prime Minister's plane crashes under mysterious circumstances.",drama secret state deputy prime minister dawkins take command devastating industrial accident leaf 19 people dead many others injured prime minister plane crash mysterious circumstance,2
1458,The Night We Called It A Day,"Leading an all star cast, Joel Edgerton stars as Rod Blue, a down-on-his-luck rock promoter who secures the ultimate coup: ol' blue eyes himself, Frank Sinatra. There are some nights you never forget. (2003)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2908A001S00_60a1ff8b1a052_1280.jpg,https://iview.abc.net.au/show/night-we-called-it-a-day/video/ZW2908A001S00,"drama The Night We Called It A Day Leading an all star cast, Joel Edgerton stars as Rod Blue, a down-on-his-luck rock promoter who secures the ultimate coup: ol' blue eyes himself, Frank Sinatra. There are some nights you never forget. (2003)",drama night called day leading star cast joel edgerton star rod blue downonhisluck rock promoter secures ultimate coup ol blue eye frank sinatra night never forget 2003,7
1459,Newton's Law,The 'Upstairs Downstairs' of legal dramas follows Josephine Newton as she juggles the high-powered barrister's world of Knox Chambers and the haphazard legal tangles of her former solicitor's office.,drama,https://cdn.iview.abc.net.au/thumbs/i/dm/DM1532V_5892bf66c5667.jpg,https://iview.abc.net.au/show/newton-s-law,drama Newton's Law The 'Upstairs Downstairs' of legal dramas follows Josephine Newton as she juggles the high-powered barrister's world of Knox Chambers and the haphazard legal tangles of her former solicitor's office.,drama newton law upstairs downstairs legal drama follows josephine newton juggle highpowered barrister world knox chamber haphazard legal tangle former solicitor office,2
1460,Vera,"DCI Vera Stanhope returns, leading her diligent team of detectives as they investigate six complex and murderous crimes.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3148A_61e63b0990654.jpg,https://iview.abc.net.au/show/vera,"drama Vera DCI Vera Stanhope returns, leading her diligent team of detectives as they investigate six complex and murderous crimes.",drama vera dci vera stanhope return leading diligent team detective investigate six complex murderous crime,2
1461,The Broken Shore,"An evocative crime thriller set against a background of police corruption, racism and family tragedy. Based on the novel by Peter Temple. (2012)",drama,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1211V001S00569dbb082230d7.20246519_1280.jpg,https://iview.abc.net.au/show/broken-shore/video/DR1211V001S00,"drama The Broken Shore An evocative crime thriller set against a background of police corruption, racism and family tragedy. Based on the novel by Peter Temple. (2012)",drama broken shore evocative crime thriller set background police corruption racism family tragedy based novel peter temple 2012,2
1462,Midsomer Murders,DCI John Barnaby and DS Jamie Winter investigate an urban myth turned deadly and a series of suspicious deaths within a postoperative rehab club.,drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2986A_60dd4cc45e310_1920.jpg,https://iview.abc.net.au/show/midsomer-murders,drama Midsomer Murders DCI John Barnaby and DS Jamie Winter investigate an urban myth turned deadly and a series of suspicious deaths within a postoperative rehab club.,drama midsomer murder dci john barnaby d jamie winter investigate urban myth turned deadly series suspicious death within postoperative rehab club,2
1463,Manhunt,"Based on the true story that kept Britain on the edge their seats and defined a detective's career. DCI Colin Sutton is called to a brutal scene where a young woman's body is found, with no forensics, motive or witnesses.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2969A_60aaf98d3a76f_1920.jpg,https://iview.abc.net.au/show/manhunt,"drama Manhunt Based on the true story that kept Britain on the edge their seats and defined a detective's career. DCI Colin Sutton is called to a brutal scene where a young woman's body is found, with no forensics, motive or witnesses.",drama manhunt based true story kept britain edge seat defined detective career dci colin sutton called brutal scene young woman body found forensics motive witness,2
1464,I'm Not There,"Inspired by the life and music of legendary singer-songwriter Bob Dylan, six characters bring to life the story of an enigmatic icon. (2007)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2852A001S00_60ab4af79feb1.jpg,https://iview.abc.net.au/show/i-m-not-there/video/ZW2852A001S00,"drama I'm Not There Inspired by the life and music of legendary singer-songwriter Bob Dylan, six characters bring to life the story of an enigmatic icon. (2007)",drama im inspired life music legendary singersongwriter bob dylan six character bring life story enigmatic icon 2007,4
1465,The Game,"When a defecting KGB officer reveals the existence of a devastating Soviet plot, the charismatic but paranoid head of MI5 assembles a secret committee of spies and intelligence officers to investigate.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2551A_5fc722b57fd6f_1280.jpg,https://iview.abc.net.au/show/game,"drama The Game When a defecting KGB officer reveals the existence of a devastating Soviet plot, the charismatic but paranoid head of MI5 assembles a secret committee of spies and intelligence officers to investigate.",drama game defecting kgb officer reveals existence devastating soviet plot charismatic paranoid head mi5 assembles secret committee spy intelligence officer investigate,2
1466,National Treasure,"Paul Finchley is one half of a much loved British comedy double act, a cherished household name, but Paul's life is shaken to its foundations when he's arrested after an accusation of rape.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0910A_610b4fbe70236_3600.jpg,https://iview.abc.net.au/show/national-treasure,"drama National Treasure Paul Finchley is one half of a much loved British comedy double act, a cherished household name, but Paul's life is shaken to its foundations when he's arrested after an accusation of rape.",drama national treasure paul finchley one half much loved british comedy double act cherished household name paul life shaken foundation he arrested accusation rape,7
1467,Mabo,"The remarkable life story of Eddie 'Koiki' Mabo; a Torres Strait Islander who left school at the age of 15, yet spearheaded the High Court challenge that overthrew the fiction of terra nullius. (2012)",drama,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1126Q001S00_5b1783fabe16d_1280.jpg,https://iview.abc.net.au/show/mabo/video/DR1126Q001S00,"drama Mabo The remarkable life story of Eddie 'Koiki' Mabo; a Torres Strait Islander who left school at the age of 15, yet spearheaded the High Court challenge that overthrew the fiction of terra nullius. (2012)",drama mabo remarkable life story eddie koiki mabo torres strait islander left school age 15 yet spearheaded high court challenge overthrew fiction terra nullius 2012,5
1468,Snow Cake,"The heart-warming story of an unlikely friendship between and autistic woman, and a man left traumatised after a car accident. (2005)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2875A001S00_609ba46b8ea6a_1920.jpg,https://iview.abc.net.au/show/snow-cake/video/ZW2875A001S00,"drama Snow Cake The heart-warming story of an unlikely friendship between and autistic woman, and a man left traumatised after a car accident. (2005)",drama snow cake heartwarming story unlikely friendship autistic woman man left traumatised car accident 2005,2
1469,Pulse,"Driven by receiving a second chance, a transplant patient becomes a doctor and soon finds herself struggling with the realities of an ailing medical system.",drama,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1629H_5c3eb0683122b_1280.jpg,https://iview.abc.net.au/show/pulse,"drama Pulse Driven by receiving a second chance, a transplant patient becomes a doctor and soon finds herself struggling with the realities of an ailing medical system.",drama pulse driven receiving second chance transplant patient becomes doctor soon find struggling reality ailing medical system,2
1470,Ordinary Lies,"Exploring the lives, loves and lies of a call centre and warehouse of a sports sales company in Wales. With compelling stories of what can happen when an apparently simple deception spirals out of control.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2711A_60581541e79ef_1280.jpg,https://iview.abc.net.au/show/ordinary-lies,"drama Ordinary Lies Exploring the lives, loves and lies of a call centre and warehouse of a sports sales company in Wales. With compelling stories of what can happen when an apparently simple deception spirals out of control.",drama ordinary lie exploring life love lie call centre warehouse sport sale company wale compelling story happen apparently simple deception spiral control,2
1471,Being Julia,"Successful stage actress Julia finds herself swept up in a love affair with a young actor, but love turns to revenge when she realises that his motives are not what they appear to be. (2004)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3008A001S00_60c16d8ec30c7_1920.jpg,https://iview.abc.net.au/show/being-julia/video/ZW3008A001S00,"drama Being Julia Successful stage actress Julia finds herself swept up in a love affair with a young actor, but love turns to revenge when she realises that his motives are not what they appear to be. (2004)",drama julia successful stage actress julia find swept love affair young actor love turn revenge realises motif appear 2004,4
1472,Accused,"From acclaimed writer Jimmy McGovern, each episode of The Accused examines a person who is accused of a crime and what led them to end up in the Dock.",drama,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX6043A_607d1b489bf16_1280.jpg,https://iview.abc.net.au/show/accused,"drama Accused From acclaimed writer Jimmy McGovern, each episode of The Accused examines a person who is accused of a crime and what led them to end up in the Dock.",drama accused acclaimed writer jimmy mcgovern episode accused examines person accused crime led end dock,2
1473,South Solitary,"Meredith, thirty and unmarried, arrives at a remote lighthouse island with her uncle, the new head keeper. Bad weather and misadventure leave her marooned with assistant keeper, Fleet. A tender, faltering courtship ensues. (2010)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2383A001S00_5ee1d61362d3d_1280.jpg,https://iview.abc.net.au/show/south-solitary/video/ZW2383A001S00,"drama South Solitary Meredith, thirty and unmarried, arrives at a remote lighthouse island with her uncle, the new head keeper. Bad weather and misadventure leave her marooned with assistant keeper, Fleet. A tender, faltering courtship ensues. (2010)",drama south solitary meredith thirty unmarried arrives remote lighthouse island uncle new head keeper bad weather misadventure leave marooned assistant keeper fleet tender faltering courtship ensues 2010,2
1474,Awakenings,A doctor experiments with a drug that may restore life to his patients who have been catatonic for years. (1990),drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3011A001S00_61358e24bfd79_1920.jpg,https://iview.abc.net.au/show/awakenings/video/ZW3011A001S00,drama Awakenings A doctor experiments with a drug that may restore life to his patients who have been catatonic for years. (1990),drama awakening doctor experiment drug may restore life patient catatonic year 1990,2
1475,Ghost Stories,Professor Phillip Goodman devotes his life to exposing phony psychics and fraudulent supernatural shenanigans. His scepticism soon gets put to the test when he receives news of three chilling and inexplicable cases. (2017),drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2893A001S00_609c9291a18cc_1920.jpg,https://iview.abc.net.au/show/ghost-stories/video/ZW2893A001S00,drama Ghost Stories Professor Phillip Goodman devotes his life to exposing phony psychics and fraudulent supernatural shenanigans. His scepticism soon gets put to the test when he receives news of three chilling and inexplicable cases. (2017),drama ghost story professor phillip goodman devotes life exposing phony psychic fraudulent supernatural shenanigan scepticism soon get put test receives news three chilling inexplicable case 2017,2
1476,Mr Smith Goes To Washington,When a naive young man is appointed to the United States Senate he finds himself in the midst of political corruption and decides to take on the powers-that-be in the nation's capitol. (1939),drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3024A001S00_60c16b70b0b47_1920.jpg,https://iview.abc.net.au/show/mr-smith-goes-to-washington/video/ZW3024A001S00,drama Mr Smith Goes To Washington When a naive young man is appointed to the United States Senate he finds himself in the midst of political corruption and decides to take on the powers-that-be in the nation's capitol. (1939),drama mr smith go washington naive young man appointed united state senate find midst political corruption decides take powersthatbe nation capitol 1939,2
1477,Bed Of Roses,"An Australian comedy drama which centres on Louisa Atherton, who tries to make ends meet when she discovers her husband has died in the arms of another woman, leaving her broke.",drama,https://cdn.iview.abc.net.au/thumbs/i/dr/DR0604V_60dbf716ce0d7_1920.jpg,https://iview.abc.net.au/show/bed-of-roses,"drama Bed Of Roses An Australian comedy drama which centres on Louisa Atherton, who tries to make ends meet when she discovers her husband has died in the arms of another woman, leaving her broke.",drama bed rose australian comedy drama centre louisa atherton try make end meet discovers husband died arm another woman leaving broke,7
1478,Grantchester,"It's 1958 and trouble is brewing in the Cambridgeshire village of Grantchester. Reverend Will Davenport relishes his role as a firebrand vicar, willing to rock the boat and challenge conventions to help people.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2666A_614010e92bfe7.jpg,https://iview.abc.net.au/show/grantchester,"drama Grantchester It's 1958 and trouble is brewing in the Cambridgeshire village of Grantchester. Reverend Will Davenport relishes his role as a firebrand vicar, willing to rock the boat and challenge conventions to help people.",drama grantchester 1958 trouble brewing cambridgeshire village grantchester reverend davenport relish role firebrand vicar willing rock boat challenge convention help people,2
1479,30 Days Of Night,"After an Alaskan town is plunged into darkness for a month, it is attacked by a maniacal horde of vampires. The local sheriff, and a small but resilient band of survivors, work to help the few remaining townsfolk survive. (2007)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2855A001S00_609cd8b47a95e_1280.jpg,https://iview.abc.net.au/show/30-days-of-night/video/ZW2855A001S00,"drama 30 Days Of Night After an Alaskan town is plunged into darkness for a month, it is attacked by a maniacal horde of vampires. The local sheriff, and a small but resilient band of survivors, work to help the few remaining townsfolk survive. (2007)",drama 30 day night alaskan town plunged darkness month attacked maniacal horde vampire local sheriff small resilient band survivor work help remaining townsfolk survive 2007,2
1480,Come Home,"Greg and Marie have been married for nineteen years, when, seemingly out of the blue, Marie walks out on him and her three children - the last taboo of parenting.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3029A_60c17a1ae3005_1920.jpg,https://iview.abc.net.au/show/come-home,"drama Come Home Greg and Marie have been married for nineteen years, when, seemingly out of the blue, Marie walks out on him and her three children - the last taboo of parenting.",drama come home greg marie married nineteen year seemingly blue marie walk three child last taboo parenting,2
1481,Doc Martin,The GP with a brusque bedside manner and a phobia of blood is joined by a cast of oddball characters in the idyllic hamlet of Portwenn in Cornwall.,drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1293A_59c9fab7c0249.jpg,https://iview.abc.net.au/show/doc-martin,drama Doc Martin The GP with a brusque bedside manner and a phobia of blood is joined by a cast of oddball characters in the idyllic hamlet of Portwenn in Cornwall.,drama doc martin gp brusque bedside manner phobia blood joined cast oddball character idyllic hamlet portwenn cornwall,2
1482,Smother,"In the aftermath of her husband's tragic death, Val Ahern uncovers an intricate web of betrayal behind the tragedy.",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2762A_608b7c9b8fc84_1920.jpg,https://iview.abc.net.au/show/smother,"drama Smother In the aftermath of her husband's tragic death, Val Ahern uncovers an intricate web of betrayal behind the tragedy.",drama smother aftermath husband tragic death val ahern uncovers intricate web betrayal behind tragedy,2
1483,Three Kingdoms,"Zhao Zilong, a common man heeds the call of duty and from the humblest of roots rises to command an army charged with liberating the land from an evil warlord. Based on Romance of the Three Kingdoms' by Luo Guangzhong. (2008)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2863A001S00_60a21e2c37d29_1920.jpg,https://iview.abc.net.au/show/three-kingdoms/video/ZW2863A001S00,"drama Three Kingdoms Zhao Zilong, a common man heeds the call of duty and from the humblest of roots rises to command an army charged with liberating the land from an evil warlord. Based on Romance of the Three Kingdoms' by Luo Guangzhong. (2008)",drama three kingdom zhao zilong common man heed call duty humblest root rise command army charged liberating land evil warlord based romance three kingdom luo guangzhong 2008,2
1484,Thunderstruck,"Five best friends, and devoted AC/DC fans, make a pact to that if any of them should die, the others will bury him next to Bon Scott. 12 years later they come together to fulfill the promise. (2004)",drama,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2862A001S00_60a1f5294aaad_1280.jpg,https://iview.abc.net.au/show/thunderstruck/video/ZW2862A001S00,"drama Thunderstruck Five best friends, and devoted AC/DC fans, make a pact to that if any of them should die, the others will bury him next to Bon Scott. 12 years later they come together to fulfill the promise. (2004)",drama thunderstruck five best friend devoted acdc fan make pact die others bury next bon scott 12 year later come together fulfill promise 2004,2
